Id del anuncio,Título,Tipo de inmueble,Descripción,Dirección,Barrio,Municipio,Distrito,Habitaciones,Baños,Metros cuadrados construidos,Planta,Ascensor (Sí/No),Obra nueva (Sí/No),Piscina (Sí/No),Terraza (Sí/No),Parking (Sí/No),Parking incluido en el precio (Sí/No),Aire acondicionado (Sí/No),Trastero (Sí/No),Jardín (Sí/No),Precio,Grupo
105709412,Piso en calle de la Nube de Magallanes s/n,Piso,"OBRAS INICIADAS, ÚLTIMAS VIVIENDAS DE FASE I Y FASE II Engel & Völkers presenta la Tercera Fase ante el éxito de demanda que se ha producido en la Primera y Segunda de RESIDENCIAL SAPIENTIA, con 25 viviendas plurifamiliares de 2, 3 y 4 dormitorios. RESIDENCIAL SAPIENTIA, se ubica en la calle Nube de Magallanes, en la zona este de la capital, en los Santos Pilarica. Esta gran promoción consta en total de 69 viviendas plurifamiliares con garajes y trasteros, distribuidas en tres bloques con planta baja, cinco plantas tipo y la planta ático. En esta TERCERA fase se ejecutarán 25 viviendas y los elementos comunes, con piscina exterior, parque infantil, sala multiusos y una amplia zona ajardinada. El Residencial se distingue por una cuidada distribución donde destacan las amplias terrazas en todas las viviendas desde 15m², a excepción de las de dos dormitorios de casi 10m2, dotándolas de una extraordinaria luminosidad.  Las viviendas en planta baja cuentan además, con una espaciosa zona ajardinada privada de más de 100m². La edificación destaca por el empleo de materiales de primera calidad, obteniendo la máxima calificación energética y acústica, siguiendo la línea que caracteriza todas las construcciones de Raimconsa Promociones S.A. La eficiencia energética se plasma en su calificación energética A, con las más altas prestaciones en ahorro energético, por encima de los mínimos requeridos en la normativa debido a las energías, aislamientos térmicos, acristalamientos y sistema de ventilación empleados. Las viviendas cumplen los requisitos para ser incluidas dentro del Plan TUYA de apoyo a la adquisición de la vivienda por jóvenes, que promueve la Junta de Castilla y León y que de momento está disponible hasta diciembre del 2023.  Residencial SAPIENTIA se encuentra emplazada en un entorno residencial, nuevo, joven y en plena consolidación, que cuenta con todas las ventajas al disponer de numerosos servicios, equipamientos comerciales y deportivos, y todo, a un paso del centro de la ciudad. Con opciones de guardería y el Colegio Público de infantil y primaria Antonio Machado. Su proximidad al mayor Campus Universitario de la ciudad, Miguel Delibes, hace que sea un lugar muy cómodo y atractivo para los estudiantes. Dispone de una excelente y rápida comunicación con el centro de la ciudad tras la apertura al paso de peatones y tráfico rodado del túnel bajo las vías de ferrocarril entre las calles Andrómeda y Nochevieja. El sector cuenta con varias paradas de servicio público de autobuses de Valladolid, y dispone así mismo de una gran variedad de dotaciones públicas en áreas cercanas, supermercados en la zona terciaria del propio sector, zonas deportivas en las cercanías y negocios de restauración.",calle de la Nube de Magallanes s/n,-,Valladolid,Belén - Pilarica - Bº España,2,2,80,5,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,189000,24
105127503,Piso en calle de la Nube de Magallanes s/n,Piso,"OBRAS INICIADAS, ÚLTIMAS VIVIENDAS DE FASE I Y FASE II Engel & Völkers presenta la Tercera Fase ante el éxito de demanda que se ha producido en la Primera y Segunda de RESIDENCIAL SAPIENTIA, con 25 viviendas plurifamiliares de 2, 3 y 4 dormitorios. RESIDENCIAL SAPIENTIA, se ubica en la calle Nube de Magallanes, en la zona este de la capital, en los Santos Pilarica. Esta gran promoción consta en total de 69 viviendas plurifamiliares con garajes y trasteros, distribuidas en tres bloques con planta baja, cinco plantas tipo y la planta ático. En esta TERCERA fase se ejecutarán 25 viviendas y los elementos comunes, con piscina exterior, parque infantil, sala multiusos y una amplia zona ajardinada. El Residencial se distingue por una cuidada distribución donde destacan las amplias terrazas en todas las viviendas desde 15m², a excepción de las de dos dormitorios de casi 10m2, dotándolas de una extraordinaria luminosidad.  Las viviendas en planta baja cuentan además, con una espaciosa zona ajardinada privada de más de 100m². La edificación destaca por el empleo de materiales de primera calidad, obteniendo la máxima calificación energética y acústica, siguiendo la línea que caracteriza todas las construcciones de Raimconsa Promociones S.A. La eficiencia energética se plasma en su calificación energética A, con las más altas prestaciones en ahorro energético, por encima de los mínimos requeridos en la normativa debido a las energías, aislamientos térmicos, acristalamientos y sistema de ventilación empleados. Las viviendas cumplen los requisitos para ser incluidas dentro del Plan TUYA de apoyo a la adquisición de la vivienda por jóvenes, que promueve la Junta de Castilla y León y que de momento está disponible hasta diciembre del 2023.  Residencial SAPIENTIA se encuentra emplazada en un entorno residencial, nuevo, joven y en plena consolidación, que cuenta con todas las ventajas al disponer de numerosos servicios, equipamientos comerciales y deportivos, y todo, a un paso del centro de la ciudad. Con opciones de guardería y el Colegio Público de infantil y primaria Antonio Machado. Su proximidad al mayor Campus Universitario de la ciudad, Miguel Delibes, hace que sea un lugar muy cómodo y atractivo para los estudiantes. Dispone de una excelente y rápida comunicación con el centro de la ciudad tras la apertura al paso de peatones y tráfico rodado del túnel bajo las vías de ferrocarril entre las calles Andrómeda y Nochevieja. El sector cuenta con varias paradas de servicio público de autobuses de Valladolid, y dispone así mismo de una gran variedad de dotaciones públicas en áreas cercanas, supermercados en la zona terciaria del propio sector, zonas deportivas en las cercanías y negocios de restauración.",calle de la Nube de Magallanes s/n,-,Valladolid,Belén - Pilarica - Bº España,2,2,88,3,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,188000,24
105782624,Chalet adosado en de la Carabela s/n,Chalet,"Elegancia contemporánea y belleza natural en la Galera. Engel & Völkers presenta en un oasis de tranquilidad en la capital, Galera Premium Homes, un enclave residencial único en la Galera, rodeado de exuberantes campos de golf, y un exclusivo Club Social.  En esta promoción podrá disfrutar de un apacible vecindario donde cada rincón está adornado con amplias áreas verdes y vistas panorámicas. Las viviendas de Galera Premium Homes personifican la elegancia contemporánea, con un toque de sofisticación. Podrá elegir entre diferentes variantes de viviendas adosadas, de 4 o 5 dormitorios y en grandes parcelas desde 250m² hasta 395m² con jardines a partir de 100m². Las viviendas han sido meticulosamente diseñadas para ofrecer un ambiente luminoso y acogedor que invita a la relajación y al bienestar.  Sus exteriores modernos se integran armoniosamente con el entorno, mientras que, en su interior, la luminosidad natural llena cada espacio, creando un ambiente cálido y confortable para toda la familia. Destaca especialmente el amplio salón con doble altura que otorga un gran volumen a la estancia principal de la vivienda. Galera Premium Homes conforma una nueva promoción de treinta y dos viviendas adosadas a desarrollar en dos fases, con garaje y jardín en planta baja y una moderna terraza con orientación sur-oeste en primera planta. Las altas prestaciones de los materiales utilizados, permiten obtener al residencial el Certificado Energético de clase A en consumo y emisiones de CO2. Las viviendas dispondrán de instalación de aerotermia individual para la producción de agua caliente y calefacción, como sistema sostenible que garantiza una eficiencia superior a los tradicionales. Gracias al suelo radiante y refrescante que nos proporciona la aerotermia, podrá disfrutar de la temperatura ideal todo el año, con un mínimo consumo energético.  Las viviendas se entregan con la cocina amueblada así como los muebles de baño en sus tres estancias, según la tipología. Al adquirir su vivienda en la promoción Galera Premium Homes podrá acceder al mejor Club social de Valladolid “La Galera” en el que podrá disfrutar con toda su familia de campo de golf de 9 hoyos, piscinas, pistas de pádel y tenis, actividades de entretenimiento infantil y adulto. La Galera se distingue por su conexión excepcional, ofreciendo una comunicación fluida con el resto de la ciudad y sus alrededores, permitiéndole disfrutar de lo mejor de ambos mundos: la tranquilidad de un entorno privilegiado y la accesibilidad urbana.",de la Carabela s/n,-,Valladolid,La Victoria - El Cabildo,4,3,166,-,No,Sí,No,Sí,Sí,Sí,No,No,Sí,295000,6
105679632,Chalet pareado en Aljibe s/n,Chalet,"¡Descubre tu nuevo hogar en el exclusivo Residencial Camino Alto de Laguna, en La Cisterniga, Valladolid! Te presentamos la última vivienda pareada que combinan diseño moderno y confort. Este último chalet pareado de 2 plantas esta pensado para ofrecerte una vida plena y cómoda. Con 172 m² construidos y 145 m² útiles, esta vivienda ofrece espacio y funcionalidad para toda la familia.  En la planta baja, encontrarás un acogedor dormitorio, un baño completo, y un amplio salón/cocina con acceso directo a un patio privado de 107m², ideal para disfrutar de momentos al aire libre. Además, cuenta con un garaje para un coche con acceso directo a la vivienda, brindándote la máxima comodidad. La planta primera alberga tres dormitorios, dos de ellos con armarios empotrados y uno con salida a una terraza de 9m². El dormitorio principal es un verdadero oasis con su propio vestidor, baño en suite y una terraza privada de 10m². Los suelos de gres porcelánico, las ventanas de PVC y las puertas lisas lacadas en blanco aportan un toque de elegancia y calidad. Este chalet pareado esta equipado con un avanzado sistema de calefacción aerotermia con suelo radiante y refrescante, así como un sistema de ventilación con recuperador de calor de doble flujo, garantizando así una eficiencia energética excepcional (Clase A tanto en consumo de energía como en emisiones de CO2). ¡Contáctanos hoy mismo para más información y visitas! Entrega último trimestre de 2025. Precio: 260.000€ + Gastos.",Aljibe s/n,-,Cistérniga,-,4,3,172,-,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,260000,10
105114776,Piso en calle de la Nube de Magallanes s/n,Piso,"OBRAS INICIADAS, ÚLTIMAS VIVIENDAS DE FASE I Y FASE II Engel & Völkers presenta la Tercera Fase ante el éxito de demanda que se ha producido en la Primera y Segunda de RESIDENCIAL SAPIENTIA, con 25 viviendas plurifamiliares de 2, 3 y 4 dormitorios. RESIDENCIAL SAPIENTIA, se ubica en la calle Nube de Magallanes, en la zona este de la capital, en los Santos Pilarica. Esta gran promoción consta en total de 69 viviendas plurifamiliares con garajes y trasteros, distribuidas en tres bloques con planta baja, cinco plantas tipo y la planta ático. En esta TERCERA fase se ejecutarán 25 viviendas y los elementos comunes, con piscina exterior, parque infantil, sala multiusos y una amplia zona ajardinada. El Residencial se distingue por una cuidada distribución donde destacan las amplias terrazas en todas las viviendas desde 15m², a excepción de las de dos dormitorios de casi 10m2, dotándolas de una extraordinaria luminosidad.  Las viviendas en planta baja cuentan además, con una espaciosa zona ajardinada privada de más de 100m². La edificación destaca por el empleo de materiales de primera calidad, obteniendo la máxima calificación energética y acústica, siguiendo la línea que caracteriza todas las construcciones de Raimconsa Promociones S.A. La eficiencia energética se plasma en su calificación energética A, con las más altas prestaciones en ahorro energético, por encima de los mínimos requeridos en la normativa debido a las energías, aislamientos térmicos, acristalamientos y sistema de ventilación empleados. Las viviendas cumplen los requisitos para ser incluidas dentro del Plan TUYA de apoyo a la adquisición de la vivienda por jóvenes, que promueve la Junta de Castilla y León y que de momento está disponible hasta diciembre del 2023.  Residencial SAPIENTIA se encuentra emplazada en un entorno residencial, nuevo, joven y en plena consolidación, que cuenta con todas las ventajas al disponer de numerosos servicios, equipamientos comerciales y deportivos, y todo, a un paso del centro de la ciudad. Con opciones de guardería y el Colegio Público de infantil y primaria Antonio Machado. Su proximidad al mayor Campus Universitario de la ciudad, Miguel Delibes, hace que sea un lugar muy cómodo y atractivo para los estudiantes. Dispone de una excelente y rápida comunicación con el centro de la ciudad tras la apertura al paso de peatones y tráfico rodado del túnel bajo las vías de ferrocarril entre las calles Andrómeda y Nochevieja. El sector cuenta con varias paradas de servicio público de autobuses de Valladolid, y dispone así mismo de una gran variedad de dotaciones públicas en áreas cercanas, supermercados en la zona terciaria del propio sector, zonas deportivas en las cercanías y negocios de restauración.",calle de la Nube de Magallanes s/n,-,Valladolid,Belén - Pilarica - Bº España,3,2,101,5,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,224000,24
103638525,Piso en calle del General Ruiz,Piso,"Vivienda exclusiva en zona centro de Valladolid en la Calle General Ruiz junto a Plaza España. Es una gran vivienda con una impresionante amplitud e increíble terraza. Cuenta con una óptima distribución donde todas las estancias son independientes. Actualmente mantiene la estética y orden original, con un amplio recibidor que distribuye a zona de vivienda y zona de servicio. En la zona de vivienda tenemos cinco amplios dormitorios, gran salón triple con salida a la increíble y espectacular terraza exterior, espectacular cocina con zona de servicio anexa (dormitorio y baño), y dos baños completos. Cuenta con armarios empotrados en toda la vivienda. La vivienda se encuentra para reformar Cuenta con una gran plaza de garaje con acceso desde el propio edificio y muy cómoda. Es una vivienda ideal para personas que valoren vivir en pleno centro con todo tipo de comodidades, en un enclave único con unas vistas inolvidables.",calle del General Ruiz,-,Valladolid,Centro,5,3,207,1,Sí,No,No,Sí,Sí,Sí,No,No,No,398000,16
105622779,"Ático en calle Vegafría, 4",Ático,"INMOBILIARIA ESTUDIO RONDILLA VENDE, Este inmueble está ubicado en la calle Vegafría número 4, en la tercera planta de un edificio sin ascensor, situado en una de las mejores zonas del barrio de las Delicias. La ubicación ofrece todos los servicios a su alcance, en una zona muy tranquila y bien comunicada. La vivienda se distribuye en tres habitaciones, un salón independiente, una cocina y un baño. Además, cuenta con una espectacular terraza de 22 m², ideal para disfrutar del aire libre. Todas las habitaciones están equipadas con armarios empotrados, lo que proporciona un amplio espacio de almacenamiento.  Es una propiedad totalmente exterior y muy luminosa, lo que la hace muy acogedora. La caldera ha sido cambiada hace seis meses, garantizando un sistema de calefacción eficiente y moderno. Un pequeño trastero ubicado en la terraza te dará aun mas espacio de almacenamiento, esta vivienda es algo diferente, no pierda la oportunidad de visitarla.  Para mas información contactar con Paulo Ferreira.   FINANCIAMOS HASTA EL 100%(CONSULTAR CONDICIONES) Y DISPONEMOS DE EQUIPO DE REFORMAS.","calle Vegafría, 4",-,Valladolid,Delicias,3,1,89,3,No,No,No,Sí,No,No,No,Sí,No,123000,9
99831246,Piso en calle Galera,Piso,"Exclusiva vivienda situada en el centro histórico de Valladolid, en una calle peatonal junto a la emblemática calle Teresa Gil, donde encontrarás todos los servicios que necesitas y disfrutarás de todas las comodidades del centro de la ciudad. Se trata de la planta baja del edificio, distribuida en salón-comedor-cocina, dos baños completos, dos dormitorios con armarios empotrados revestidos. Se trata de una zona que cuenta con una amplia oferta de colegios, actividades de ocio, centro de salud, farmacias, tiendas de moda, supermercados, bares, restaurantes y todos los servicios municipales relativos a movilidad urbana. La arquitectura de la vivienda está cuidada al detalle para conjugar la máxima funcionalidad con el más exquisito diseño, se han dispuesto las mejores calidades, los más altos niveles de confort y la eficiencia energética más vanguardista adaptada a las necesidades actuales. ¿A qué esperas? ¡No te lo pienses más, y llámanos! , te informaremos encantados sin ningún tipo de compromiso. En Aliseda Inmobiliaria tenemos la mayor oferta de inmuebles al mejor precio garantizado. Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti.",calle Galera,-,Valladolid,Centro,2,2,116,Bajo,No,Sí,No,No,No,No,No,No,No,240200,9
104721758,Chalet adosado en calle Grillo,Chalet,"Chalet adosado en cuatro plantas, de cuatro dormitorios, salón comedor, cocina, tres baños,   terraza y garaje. Tiene una superficie de 238 m² construidos y 203 m2 útiles aproximados. En buen estado. Finca del 2004. La vivienda se ubica en el centro de Santovenia de Pisuerga,  con todos los servicios a mano, junto a una de las arterias principales. Próximos pasos Haz click en el ‘enlace adicional’ debajo del mapa – te llevará a la página de la propiedad en nuestra web donde podrás: Agendar una visita | Acceder a los documentos legales | Hacer una oferta | Contactar con nuestro equipo directamente No cobramos comisión al comprador.",calle Grillo,-,Santovenia de Pisuerga,-,3,3,238,-,No,No,No,Sí,Sí,Sí,No,Sí,Sí,167000,10
105105651,Piso en calle Pomelo s/n,Piso,"Nueva promoción de Vivienda Protegida en Valladolid. “Residencial Terrazas del Pilar” es una promoción de Vivienda Protegida VPPL en “El Peral” una de las mejores zonas de Valladolid. Compuesto por viviendas de 3 dormitorios con terraza desde 184.190€, áticos de 4 dormitorios con magnificas terrazas y 14 viviendas unifamiliares de 4 dormitorios con jardín privado. La promoción cuenta con magníficas zonas comunes en una urbanización cerrada con piscina, pista de pádel y espacios verdes. “Residencial Terrazas del Pilar” te ofrece la oportunidad de vivir en “El Peral”, una tranquila zona residencial a escasos minutos del centro de Valladolid, que cuenta con todos los servicios. El hogar ideal para tu familia. Viviendas que destacan por su diseño y eficiencia. Las viviendas cuentan con aerotermia, excelentes aislamientos y sistema de climatización por suelo radiante, logrando un certificado energético “A”. Todo con la garantía de Libra Gestión de Proyectos, una gestora de reconocido prestigio con 25 años de experiencia en el sector inmobiliario y en la gestión de cooperativas de viviendas. Plaza de garaje y trastero incluidos en el precio.",calle Pomelo s/n,-,Valladolid,Las Villas - Valparaíso,3,2,101,3,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,187920,5
95635349,"Casa independiente en calle Molinejo, 39",Chalet,"Engel&Völkers presenta esta espectacular vivienda de arquitectura vanguardista desarrollada en dos grandes cubos.  El precioso vestíbulo con doble altura asoma directamente a un luminoso corredor que distribuye acertadamente el comedor en un primer plano y el inmenso salón principal a doble altura con entreplanta transparente donde se aloja la espectacular sala de juegos. Este espacio queda conectado y a su vez dividido con una chimenea exenta en forma de cubo en lajas de pizarra natural negra. Este área se completa con una sala de lectura independiente y un aseo de cortesía. Todo este espacio tiene acceso directo al jardín con su bosque, su perfecto y cuidado paisajismo, zona de comedor, porche y solárium. El interiorismo está perfectamente integrado en el continente. Destacan los contrastes de la fantástica mesa del comedor en estilo neo barroco con las famosas sillas Ghost de Philippe Starck. La lujosa cocina se articula en tres estancias bien diferenciadas: el espacio principal de trabajo completamente equipado y de estilo italiano donde sobresale la isla central con su campana decorativa exenta y la zona de cocción con tepanyaki. A continuación la sala de lavandería y plancha perfectamente organizada e integrada da paso a la gran despensa y a la zona de servicio con dormitorio y baño incorporado. La cocina disfruta de una gran luminosidad gracias a las aperturas y ventanas a un patio central con comedor exterior, extraordinario espacio de calma y relax desde donde acceder directamente al espacio de piscina climatizada con nado contracorriente. Esta piscina cuenta con una cuidada ambientación y está perfectamente vinculada con el patio pudiendo abrir totalmente las puertas acristaladas convirtiendo la piscina en semi exterior. Este área se completa con ducha de contrastes, aseos y vestuario.  Atravesando el corredor principal, llegamos a la exclusiva e independiente zona de invitados que cuenta con dos dormitorios independientes y un baño privado de exquisita decoración minimalista y factura italiana. Las estancias tienen acceso directo al jardín principal y como en el resto de la vivienda cuentan con persianas motorizadas, mosquiteras y aspiración centralizada entre otros detalles.  En la primera planta repetimos el acertado corredor que distribuye las estancias privadas. En el centro, la sala de juegos con suelo de vidrio y unas deliciosas vistas a los campos de golf. En el ala norte, dos dormitorios independientes con baño privado. El interiorismo cuidado hasta el último detalle se refleja de nuevo con un mobiliario de estilo neo colonial en contraste con el suelo de pizarra negro y las puertas lacadas.  El dormitorio principal, en el lado opuesto, se abre de nuevo al jardín principal con unos grandes ventanales y un balcón corredor donde se puede disfrutar de un amanecer único y especial. LA estancia cuenta con un gran vestidor y un baño con cabina de sanitarios independiente, gran bañera de hidromasaje y espacio central con ducha. La gran encimera frontal aloja dos preciosos lavabos posados. El elegante conjunto se enmarca con una moderna pared de troncos cortados en madera natural y pizarra negra natural. La vivienda cuenta con unas calidades excepcionales tanto en materiales constructivos como de terminación. Destaca el aislamiento en celulosa, descalcificadora, iluminación led, placas solares en cubierta, aspiración centralizada, sistema profesional de video vigilancia con circuito cerrado de tv, suelo radiante, persianas motorizadas y sala técnica. Por último, el garaje para alojar hasta tres vehículos de gran tamaño, varias motos y bicicletas.","calle Molinejo, 39",-,Aldeamayor de San Martin,-,6,6,700,-,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,1100000,15
101888806,Piso en calle Pomelo  s/n,Piso,"Nueva promoción de Vivienda Protegida en Valladolid. “Residencial Terrazas del Pilar” es una promoción de Vivienda Protegida VPPL en “El Peral” una de las mejores zonas de Valladolid. Compuesto por viviendas de 3 dormitorios con terraza desde 184.190€, áticos de 4 dormitorios con magnificas terrazas y 14 viviendas unifamiliares de 4 dormitorios con jardín privado. La promoción cuenta con magníficas zonas comunes en una urbanización cerrada con piscina, pista de pádel y espacios verdes. “Residencial Terrazas del Pilar” te ofrece la oportunidad de vivir en “El Peral”, una tranquila zona residencial a escasos minutos del centro de Valladolid, que cuenta con todos los servicios. El hogar ideal para tu familia. Viviendas que destacan por su diseño y eficiencia. Las viviendas cuentan con aerotermia, excelentes aislamientos y sistema de climatización por suelo radiante, logrando un certificado energético “A”. Todo con la garantía de Libra Gestión de Proyectos, una gestora de reconocido prestigio con 25 años de experiencia en el sector inmobiliario y en la gestión de cooperativas de viviendas. Plaza de garaje y trastero incluidos en el precio.",calle Pomelo  s/n,-,Valladolid,Las Villas - Valparaíso,3,2,102,2,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,187920,23
104645266,"Casa independiente en calle Eduardo García Benito, 9",Chalet,"Engel & Völkers presenta esta espaciosa vivienda unifamiliar independiente en un tranquilo residencial con zonas verdes y piscina en el consolidado barrio de Covaresa.  La vivienda se distribuye en dos plantas principales además de bajo cubierta y sótano, con fachadas este y oeste.  La planta baja alberga un amplio salón comedor con grandes ventanales al patio-jardín privado de unos 100 m². La cocina independiente se dispone con un amueblamiento elegante y muy funcional con electrodomésticos de gama alta además de espacio suficiente para una pequeña zona de office, justo enfrente se encuentra un dormitorio con posibilidad de uso como estudio o comedor y un baño completo con plato de ducha. En primera planta, la zona privada cuenta con cuatro amplios dormitorios equipados todo ellos con armarios empotrados vestidos, además de dos baños completos. El dormitorio principal cuenta con baño en suite.  La planta en bajo cubierta, con una gran tronera, se dedica actualmente a zona de estudio y ocio. Con más de 50 m² y una altura de más de 3 metros, este espacio diáfano admite la conversión en 2 dormitorios con posibilidad de baño completo. El garaje en planta sótano, dispone de puerta doble con apertura automática y mando a distancia, tiene espacio para 2 vehículos, moto, bicicletas y cuenta con espacio de lavandería, despensa y taller en estancias independientes. El semisótano se completa con un amplio merendero bodega con cocina equipada y chimenea.  En cuanto al equipamiento, la vivienda está muy cuidada y se ha renovado la caldera de gas individual Saunier Duval Idsofast con termostatos programables. El suelo de todas las plantas y la escalera son de mármol portugués y de parquet en roble natural en los dormitorios. Las ventanas son climalit mixtas en aluminio con persianas motorizadas. Los electrodomésticos De Dietrich y Liebherr, entre otros. En el exterior, la parcela cuenta con zona de porche cubierto, jardín que bordea toda la vivienda y terraza. Además la rampa del garaje, con casi 50 m² y muy poco desnivel, permite aparcar incluso otros cuatro vehículos. Se trata por tanto de una vivienda muy espaciosa, con buen equipamiento y muy cuidada. Los espacios bien aprovechados y con mucha luz se resuelven a través de un núcleo de comunicación elegante. Sin duda, una gran oportunidad para quienes busquen una gran vivienda familiar en un entorno urbano. En cuanto a su ubicación, el inmueble se encuentra en la zona sur de la ciudad, en el privilegiado barrio de Covaresa, entre el Paseo de los Castaños y La Presidencia de la Junta de Castilla y León, junto al Centro Deportivo Covaresa (CDO) y al lado del Paseo de Zorrilla. La zona cuenta con todos los servicios y dotaciones, colegios, guarderías y centro de salud a escasos dos minutos caminando. El entorno dispone de comercio de proximidad, supermercados y todo tipo de tiendas especializadas. En dirección hacia el centro de la ciudad, a 7 minutos de paseo, se encuentra el Centro Comercial Vallsur. Además del mencionado Centro Deportivo, que cuenta con piscina exterior e interior, pistas de pádel, zona de musculación y clases dirigidas así como una pista de hielo, la zona cuenta con un espacio deportivo municipal con pistas de tenis descubiertas. Se trata de un área con baja densidad de población, multitud de espacios verdes, parques y jardines. El barrio cuenta con variadas vías verdes y carriles bici para moverse a cualquier punto de la ciudad o hacia el pinar de Antequera, dónde practicar deporte al aire libre. Cuenta con fácil y rápida salida de la ciudad hacia la VA-30 y la A-62. La comunicación con el centro de la ciudad y el distrito financiero se hace de manera cómoda en transporte público con parada de bus casi en la misma puerta, parada de taxi a tan sólo tres minutos y la Estación de AVE a 12 minutos. Un enclave privilegiado para una vivienda de calidad en un residencial muy bien ubicado.","calle Eduardo García Benito, 9",-,Valladolid,Covaresa - Parque Alameda,5,3,311,-,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,650000,21
105515467,Piso en calle Cardenal Torquemada s/n,Piso,"¡ESPECTACULARES VIVIENDAS CON TERRAZAS! Residencial de 30 viviendas de 2, 3 y 4 dormitorios cuidadosamente diseñadas priorizando las estancias con luz natural. Áticos y bajos con jardín añaden un atractivo especial al proyecto que ha sido diseñado con el equilibrio perfecto entre funcionalidad, elegancia y modernidad proporcionando todas las comodidades necesarias de tu futuro hogar. La promoción dispone de zonas comunes, dotadas de piscina, área infantil y zonas verdes que permiten disfrutar de amplios espacios al aire libre. Además, ofrece la comodidad de disponer de plazas de garaje y trastero. Estas nuevas promociones ofrecen un entorno completamente desarrollado, desde opciones culturales únicas como la Casa de la Música y el Teatro, así como la comodidad de disponer de supermercados cercanos como Hipercor, Mercadona y Lidl, colegios públicos y privados, centros sanitarios e instalaciones deportivas. Este conjunto residencial Habitat La Vega Turina se encuentra en un entorno natural excepcional y destaca el Río Pisuerga que otorga a la zona un espacio al aire libre donde poder disfrutar de múltiples actividades. El proyecto inmobiliario de obra nueva se encuentra estratégicamente conectado con la ciudad, a tan solo 10 minutos del centro de Valladolid. La accesibilidad a todos los puntos de interés gracias a su ubicación, próxima a la Avenida de Salamanca mediante la Autovía de Castilla (VA-30) y, una eficiente red de transporte urbano lo convierte en una zona ideal para vivir. La inauguración del nuevo ámbito en Arroyo de la Encomienda ofrece a nuestros clientes la oportunidad de vivir en una zona residencial desarrollada y moderna, en la cual, los proyectos de Habitat La Vega Turina, Habitat La Vega Granados y Habitat La Vega Albéniz, suman más de 400 viviendas diseñadas para satisfacer las necesidades de cada cliente. ¡Visita piso piloto con cita previa! Punto de venta:  Avenida de Salamanca esquina Calle Tamboril, Arroyo de la Encomienda, Valladolid Horario de atención: Lunes a Viernes de 9:30h a 14:00h y de 17:30h a 20:30h Sábados de 10:30h a 13:00h (los sábados del mes de agosto, la oficina de ventas permanecerá cerrada).",calle Cardenal Torquemada s/n,-,Arroyo de la Encomienda,La Flecha - Monasterio del Prado,3,2,126,2,Sí,Sí,Sí,Sí,No,No,No,No,No,241000,17
105088754,"Piso en paseo de Zorrilla, 4",Piso,"Engel & Völkers presenta esta espectacular vivienda de 306 m² construidos, ubicada en el prestigioso Paseo de Zorrilla, con impresionantes vistas al Campo Grande y al histórico edificio de Caballería. Este piso ocupa toda la planta en esquina, ofreciendo una luminosidad y amplitud incomparables. Al entrar, serás recibido por un majestuoso hall de más de 20 m² que da paso a un gran salón de 73,60 m², ideal para reuniones y eventos. El comedor, con sus 27,20 m², es perfecto para cenas familiares y ocasiones especiales. La cocina, de 26,60 m², cuenta con zona de cocina, office, lavado y dos despensas, proporcionando un espacio funcional y elegante para los amantes de la gastronomía. Este piso dispone de cuatro amplios dormitorios, incluyendo un dormitorio principal de más de 22 m² con baño en suite de 8 m² y una encantadora terraza de 4,50 m². Además, encontrarás un dormitorio exterior de 23,70 m² con armarios empotrados y otro dormitorio de 18 m². La zona de servicio incluye un dormitorio adicional de 16 m² y baño propio. Los suelos de madera de parquet y las ventanas correderas aportan un toque de sofisticación y confort. La calefacción central garantiza una temperatura agradable durante todo el año. El edificio cuenta con un portal accesible, ascensor y montacargas, facilitando la movilidad y el transporte. Con una orientación norte y este, el piso ofrece una excelente iluminación natural. Construido en 1964 y en buen estado, esta vivienda combina el encanto clásico con las comodidades modernas. Además, incluye trastero para mayor almacenamiento. Ubicado en pleno centro y rodeado de naturaleza, disfrutarás de todos los servicios necesarios para una gran calidad de vida, comercios, supermercados, bares, restaurantes con parada de bus y taxi, colegios a un paso, y a pocos metros de la estación del AVE. No pierdas la oportunidad de vivir en uno de los lugares más emblemáticos de la ciudad.","paseo de Zorrilla, 4",-,Valladolid,Pº Zorrilla - Campo Grande,4,4,306,6,Sí,No,No,Sí,No,No,No,Sí,No,833500,3
